property_type,price_aprox_usd,surface_covered_in_m2,lat,lon,state
house,510532.02,321.0,21.085934,-101.521965,Distrito Federal
house,39391.94,78.0,19.450671,-99.090587,Distrito Federal
house,310923.97,320.0,19.264729,-99.133858,Distrito Federal
apartment,168596.74,79.0,19.321514,-99.13902,Distrito Federal
house,130835.29,212.0,20.6536975235,-87.0854634047,Quintana Roo
apartment,168849.64,74.0,19.394073,-99.153915,Distrito Federal
apartment,112047.46,198.0,21.146414,-86.843369,Quintana Roo
apartment,110114.75,10.0,41.577487,-93.751657,Distrito Federal
apartment,339000.0,173.0,20.6314990395,-87.0720469952,Solidaridad
house,58771.77,200.0,19.31725,-99.079622,Distrito Federal
apartment,55239.14,70.0,19.306092,-99.113431,Distrito Federal
house,500521.59,248.0,19.3797151,-99.1677132,Distrito Federal
apartment,817428.0,165.0,19.4340879,-99.2005149,Distrito Federal
apartment,72331.98,65.0,19.445816,-99.170462,Distrito Federal
apartment,208160.96,83.0,19.36476,-99.163522,Distrito Federal
house,1300000.0,549.0,19.3953975,-99.2477095,Distrito Federal
apartment,103282.52,67.0,19.3649962,-99.2415231,Distrito Federal
house,118017.72,150.0,21.129547,-86.817017,Quintana Roo
house,170177.34,300.0,19.293903,-99.215174,Distrito Federal
apartment,289844.37,175.0,19.3468022,-99.21351,Distrito Federal
apartment,350000.0,122.0,20.6592491479,-87.0435619354,Quintana Roo
apartment,237089.17,170.0,21.1716363523,-86.8192595243,Quintana Roo
apartment,134350.53,123.0,21.159503,-86.821976,Quintana Roo
house,289844.37,300.0,19.2967593,-99.037435,Distrito Federal
apartment,121207.64,80.0,19.468153,-99.189217,Distrito Federal
apartment,88513.29,500.0,19.377171,-99.188503,Distrito Federal
apartment,142311.58,57.0,19.4306069,-99.0949899,Distrito Federal
store,5796.88,251.0,19.346523,-99.191292,Distrito Federal
apartment,76395.4,64.0,19.478815,-99.196831,Distrito Federal
house,36880.53,90.0,21.203037,-86.806343,Quintana Roo
house,395148.62,350.0,19.408022,-99.164208,Distrito Federal
house,864058.33,441.0,19.357464,-99.207909,Distrito Federal
house,184446.42,180.0,19.279965,-99.178557,Distrito Federal
apartment,176541.57,140.0,19.3382158862,-99.182574749,Distrito Federal
apartment,39514.86,70.0,19.387651,-99.142257,Distrito Federal
apartment,679816.81,380.0,19.361634,-99.2258694,Distrito Federal
apartment,550000.0,180.0,21.1902642,-86.8198375,Quintana Roo
apartment,72724.58,62.0,19.318989,-99.094437,Distrito Federal
house,147522.15,377.0,19.522644,-99.138341,Distrito Federal
apartment,396499.51,203.0,21.1903799,-86.8190064,Quintana Roo
apartment,47681.26,900.0,19.457835,-99.192701,Distrito Federal
store,173865.39,298.0,19.417923,-99.148384,Distrito Federal
apartment,220000.0,0.0,20.626583,-87.078659,Quintana Roo
house,495008.0,210.0,20.62148808,-87.1004086733,Quintana Roo
house,110641.61,142.0,21.082655,-86.857162,Quintana Roo
apartment,189716.32,120.0,19.384533,-99.183172,Distrito Federal
house,649575.61,350.0,19.4040481,-99.1672763,Distrito Federal
apartment,208400.0,84.0,20.209438,-87.467918,Quintana Roo
apartment,165962.42,80.0,19.367025,-99.170349,Distrito Federal
house,137017.34,220.0,19.390572,-99.067607,Distrito Federal
house,103792.37,120.0,19.34581,-99.076793,Distrito Federal
house,900000.0,300.0,20.5055560995,-87.2248953581,Quintana Roo
apartment,126447.56,75.0,19.479447,-99.157515,Distrito Federal
apartment,236091.42,71.0,19.417364,-99.159454,Distrito Federal
house,561111.05,285.0,19.360091,-99.207555,Distrito Federal
house,276669.63,280.0,19.2710502621,-99.1486541927,Distrito Federal
house,176499.72,200.0,19.374413,-99.105499,Distrito Federal
store,223917.55,355.0,19.403428,-99.142753,Distrito Federal
apartment,39883.66,80.0,19.372724,-99.137094,Distrito Federal
apartment,349900.0,101.0,20.6365167711,-87.0682846476,Quintana Roo
apartment,447941.31,0.0,19.394358,-99.177444,Distrito Federal
apartment,62170.05,72.0,19.43672,-99.138969,Distrito Federal
apartment,116338.07,75.0,19.307951,-99.134178,Distrito Federal
house,121099.09,200.0,19.343979,-99.124863,Distrito Federal
apartment,267383.9,98.0,19.394358,-99.177444,Distrito Federal
apartment,54153.64,60.0,19.2990233,-99.0436467,Distrito Federal
apartment,311587.86,85.0,19.425295,-99.225453,Distrito Federal
store,9630.77,257.0,19.574961,-88.05463,Quintana Roo
house,3800000.0,1650.0,21.170473305,-86.8068878353,Quintana Roo
apartment,31611.89,58.0,19.438456,-99.150497,Distrito Federal
house,113302.8,200.0,20.6600271622,-87.066873014,Quintana Roo
store,2317309.0,657.0,19.3446502,-99.1884795,Distrito Federal
house,711120.01,694.0,19.324613,-99.211893,Distrito Federal
house,71126.75,70.0,19.473486,-99.185753,Distrito Federal
apartment,76395.4,90.0,19.400919,-99.147494,Distrito Federal
apartment,526864.83,293.0,19.354509,-99.149765,Distrito Federal
house,297722.15,411.0,19.248758,-99.173294,Distrito Federal
house,141937.38,150.0,19.463775,-99.180021,Distrito Federal
house,843183.65,650.0,19.341894,-99.224525,Distrito Federal
apartment,63238.77,75.0,19.455936,-99.21299,Distrito Federal
apartment,105741.77,60.0,19.493973,-99.130394,Distrito Federal
house,850000.0,900.0,21.108694,-86.851657,Quintana Roo
house,510532.02,321.0,21.085934,-101.521965,Distrito Federal
house,1501564.78,1000.0,19.401079,-99.24807,Distrito Federal
apartment,52485.02,92.0,19.3174567525,-99.1231891772,Distrito Federal
apartment,59004.72,80.0,19.29744,-99.145971,Distrito Federal
apartment,184402.69,86.0,19.417364,-99.159454,Distrito Federal
apartment,61903.72,55.0,19.392349,-99.07093,Distrito Federal
house,2670000.0,519.0,19.346523,-99.191292,Distrito Federal
apartment,710000.0,328.0,21.161908,-86.8515279,Quintana Roo
apartment,63258.79,101.0,19.394073,-99.153915,Distrito Federal
apartment,166489.28,98.0,19.380937,-99.179545,Distrito Federal
apartment,523935.62,245.0,19.420103,-99.171297,Distrito Federal
apartment,100128.05,100.0,19.2812915544,-99.2034316063,Distrito Federal
apartment,52171.98,60.0,19.3921846,-99.1353572,Distrito Federal
house,2900000.0,680.0,21.1118822106,-86.7665997148,Quintana Roo
house,213000.0,72.0,20.209438,-87.467918,Quintana Roo
apartment,84318.36,62.0,19.364891,-99.148384,Distrito Federal
house,34478.03,70.0,19.451915,-99.054172,Distrito Federal
apartment,180230.5,150.0,19.382986,-99.241837,Distrito Federal
apartment,800000.0,350.0,19.420166,-99.220367,Distrito Federal
apartment,96205.51,90.0,19.314216,-99.135841,Distrito Federal
house,85899.33,110.0,21.1482965,-86.8443759,Quintana Roo
house,51896.18,123.0,21.128312,-86.878288,Benito Juárez
apartment,21759.93,47.0,19.36026,-99.089466,Distrito Federal
house,76395.4,160.0,21.141629,-86.854754,Quintana Roo
apartment,216911.46,166.0,23.634501,-102.552788,Zacatecas
apartment,139652.29,65.0,19.439253,-99.163605,Distrito Federal
apartment,84157.85,90.0,19.341176,-99.217558,Distrito Federal
apartment,63961.39,57.0,19.366738,-99.14554,Distrito Federal
store,141305.14,40.0,19.381297,-99.090835,Distrito Federal
apartment,258751.98,130.0,19.324216,-99.216411,Distrito Federal
apartment,71196.31,60.0,19.364257,-99.161918,Distrito Federal
house,974699.95,680.0,19.325245,-99.235653,Distrito Federal
house,416321.92,450.0,21.129547,-86.817017,Quintana Roo
apartment,28977.56,42.0,19.399689,-99.188522,Distrito Federal
house,231875.5,310.0,21.082655,-86.857162,Quintana Roo
house,316118.9,341.0,20.6766959319,-87.0512385089,Quintana Roo
apartment,91411.04,80.0,19.377404,-99.193301,Distrito Federal
house,61864.46,90.0,19.334265,-99.20502,Distrito Federal
apartment,175273.11,75.0,19.428324,-99.176337,Distrito Federal
apartment,86862.15,75.0,19.348122,-99.125716,Distrito Federal
apartment,79029.72,60.0,19.482603,-99.194748,Distrito Federal
apartment,36985.91,70.0,19.306202,-99.235727,Distrito Federal
apartment,74920.17,75.0,19.336195,-99.23692,Distrito Federal
apartment,229261.63,148.0,19.3679526,-99.2983107,Distrito Federal
apartment,49525.29,60.0,19.417923,-99.148384,Distrito Federal
house,108042.43,200.0,19.424742,-99.11307,Distrito Federal
apartment,123526.4,0.0,21.0924393,-86.8696313,Quintana Roo
apartment,158059.45,90.0,19.380644,-99.179176,Distrito Federal
apartment,165000.0,0.0,20.626583,-87.078659,Quintana Roo
apartment,158059.45,100.0,19.367424,-99.185753,Distrito Federal
house,278658.81,220.0,19.34452,-99.210476,Distrito Federal
apartment,152790.8,117.0,20.6801688174,-87.0356655121,Quintana Roo
apartment,168122.56,63.0,19.394358,-99.177444,Distrito Federal
apartment,221335.7,60.0,19.440935,-99.188522,Distrito Federal
house,59483.04,120.0,19.319557,-99.092189,Distrito Federal
house,79029.72,120.0,19.365175,-99.230064,Distrito Federal
apartment,68070.93,80.0,19.376089,-99.186225,Distrito Federal
house,1750000.0,560.0,19.3919021903,-99.2553806305,Distrito Federal
apartment,62606.38,90.0,19.384664,-99.140542,Distrito Federal
apartment,36889.28,65.0,19.3923495,-99.0709315,Distrito Federal
apartment,158937.31,90.0,19.395268,-99.175265,Distrito Federal
apartment,184033.1,135.0,19.396018,-99.147826,Distrito Federal
apartment,78784.97,80.0,19.416881,-99.109781,Distrito Federal
apartment,37351.18,75.0,19.410966,-99.147629,Distrito Federal
apartment,36248.3,59.0,19.523798,-99.155941,Distrito Federal
apartment,79029.72,65.0,19.409748,-99.13548,Distrito Federal
apartment,205477.28,102.0,19.372684,-99.183678,Distrito Federal
house,281872.68,204.0,19.481862,-99.12316,Distrito Federal
apartment,77533.42,60.0,19.396705,-99.181902,Distrito Federal
apartment,224497.64,134.0,19.3378258,-99.2085478,Distrito Federal
apartment,68492.42,50.0,19.287188,-99.170525,Distrito Federal
apartment,47956.07,44.0,19.40356,-99.061536,Distrito Federal
apartment,273969.71,135.0,19.382986,-99.241837,Distrito Federal
apartment,63750.64,67.0,19.3653,-99.148217,Distrito Federal
apartment,212113.38,115.0,19.359983,-99.158066,Distrito Federal
apartment,131747.44,129.0,19.403193,-99.157761,Distrito Federal
apartment,33494.27,70.0,19.399226,-99.134352,Distrito Federal
apartment,50947.82,65.0,19.399461,-99.175182,Distrito Federal
apartment,18692.11,43.0,19.446823,-99.130394,Distrito Federal
apartment,164065.71,100.0,19.39365,-99.14769,Distrito Federal
apartment,39409.48,65.0,19.414713,-99.149175,Distrito Federal
house,289775.66,220.0,19.432557,-99.171429,Distrito Federal
apartment,600000.0,143.0,19.430132,-99.169144,Distrito Federal
apartment,47087.38,23.0,19.439716,-99.152892,Distrito Federal
house,131716.2,220.0,21.0939997918,-86.8690373003,Quintana Roo
apartment,64170.86,70.0,19.377369,-99.198052,Distrito Federal
house,3800000.0,1600.0,21.1903799,-86.8190064,Quintana Roo
apartment,110667.85,80.0,19.3108788,-99.1386972,Distrito Federal
house,299362.49,195.0,19.400249,-99.177444,Distrito Federal
apartment,26994.23,393.0,19.446823,-99.130394,Distrito Federal
apartment,107445.28,105.0,19.408904,-99.174556,Distrito Federal
apartment,87248.81,100.0,19.393568,-99.186143,Distrito Federal
apartment,644000.0,216.0,21.129547,-86.817017,Quintana Roo
apartment,130030.24,85.0,19.433846,-99.190497,Distrito Federal
apartment,51076.22,60.0,19.398671,-99.134129,Distrito Federal
apartment,104319.23,65.0,19.386852,-99.194748,Distrito Federal
house,137017.34,85.0,18.740394,-88.338181,Quintana Roo
house,43845.54,60.0,19.372531,-99.194428,Distrito Federal
apartment,79443.7,70.0,19.385989,-99.186285,Distrito Federal
apartment,474178.35,130.0,19.436634,-99.190607,Distrito Federal
apartment,32244.12,60.0,19.242355,-99.097161,Distrito Federal
apartment,41348.35,60.0,19.264168,-99.119228,Distrito Federal
apartment,40589.66,50.0,19.384117,-99.205132,Distrito Federal
apartment,71126.75,65.0,19.452503,-99.120018,Distrito Federal
apartment,152827.03,90.0,19.3257242,-99.2170325,Distrito Federal
apartment,184446.42,150.0,19.2775156,-99.1645304,Distrito Federal
apartment,50364.8,82.0,19.440569,-99.177506,Distrito Federal
house,49999.47,80.0,19.361606,-99.201739,Distrito Federal
apartment,421591.82,178.0,19.3684183,-99.2803757,Distrito Federal
apartment,194986.21,106.0,19.372334,-99.190598,Distrito Federal
apartment,62184.79,70.0,19.470359,-99.183001,Distrito Federal
apartment,93071.72,90.0,19.37487,-99.187989,Distrito Federal
apartment,168596.74,85.0,19.432657,-99.177444,Distrito Federal
apartment,152000.0,75.0,20.613375,-87.089897,Quintana Roo
house,122232.64,160.0,19.446829,-99.159454,Distrito Federal
apartment,56689.49,60.0,19.428767,-99.1459,Distrito Federal
apartment,152790.8,98.0,19.39912,-99.141464,Distrito Federal
apartment,36269.27,65.0,19.452689,-99.117987,Distrito Federal
house,42043.81,145.0,22.749608,-102.613489,Zacatecas
apartment,61130.81,85.0,19.437841,-99.220367,Distrito Federal
house,294517.44,100.0,19.340695,-99.211606,Distrito Federal
store,18444.64,90.0,21.175521,-86.842265,Quintana Roo
apartment,301332.75,529.0,19.3762872,-99.1265657,Distrito Federal
apartment,162717.31,137.0,21.1107334162,-86.8536529536,Quintana Roo
apartment,67263.09,60.0,19.397901,-99.16603,Distrito Federal
house,306708.05,136.0,19.327168,-99.224525,Distrito Federal
apartment,86949.45,55.0,19.454183,-99.153562,Distrito Federal
apartment,46364.1,70.0,19.39617,-99.13791,Distrito Federal
apartment,18444.64,43.0,19.4782031,-99.1326443,Distrito Federal
house,342543.35,360.0,19.4870237,-99.143126,Distrito Federal
house,368892.84,252.0,19.328833,-99.133163,Distrito Federal
apartment,139064.92,69.0,19.473486,-99.185753,Distrito Federal
apartment,197689.67,70.0,19.3794059,-99.1591446,Distrito Federal
house,36362.29,84.0,21.137991,-86.870964,Quintana Roo
house,434766.56,410.0,19.3465206,-99.2349122,Distrito Federal
apartment,279000.0,155.0,20.499386,-87.231308,Quintana Roo
apartment,73761.07,63.0,19.444723,-99.186447,Distrito Federal
apartment,76922.26,90.0,23.634501,-102.552788,Distrito Federal
apartment,379342.68,145.0,19.405298,-99.164986,Distrito Federal
apartment,121800.61,67.0,19.446829,-99.159454,Distrito Federal
apartment,110641.61,68.0,19.375617,-99.137054,Distrito Federal
apartment,163328.09,137.0,19.402234,-99.152296,Distrito Federal
apartment,44794.13,50.0,19.386852,-99.194748,Distrito Federal
store,223917.55,355.0,19.4034278,-99.1427528,Distrito Federal
house,158096.93,200.0,21.0683147,-86.8465036,Quintana Roo
house,87703.06,220.0,19.360048,-99.299593,Distrito Federal
apartment,445306.36,147.0,19.3034642262,-99.2253023386,Distrito Federal
apartment,196126.12,171.0,21.1106053039,-86.853773116,Quintana Roo
house,89567.02,225.0,22.775735,-102.582361,Zacatecas
apartment,93518.5,65.0,19.472155,-99.161186,Distrito Federal
house,100104.31,200.0,19.504548,-99.088995,Distrito Federal
apartment,470000.0,130.0,21.1347621,-86.7461357,Quintana Roo
apartment,61116.32,95.0,19.436607,-99.159948,Distrito Federal
apartment,89988.51,100.0,19.395126,-99.168455,Distrito Federal
house,254370.34,180.0,19.32761,-99.224634,Distrito Federal
apartment,136984.85,0.0,21.129547,-86.817017,Quintana Roo
apartment,318226.36,148.0,19.382944,-99.180028,Distrito Federal
apartment,60041.51,85.0,19.445816,-99.170462,Distrito Federal
apartment,21338.02,60.0,19.446313,-99.14006,Distrito Federal
house,632387.73,637.0,19.304825,-99.22402,Distrito Federal
apartment,22865.93,43.0,19.448539,-99.127649,Distrito Federal
apartment,107470.76,540.0,19.34982,-99.12258,Distrito Federal
house,332451.71,510.0,19.343979,-99.124863,Distrito Federal
apartment,130030.24,140.0,19.433846,-99.1905,Distrito Federal
apartment,349311.38,143.0,19.417661,-99.177753,Distrito Federal
house,700896.4,0.0,19.420166,-99.220367,Distrito Federal
apartment,72692.17,102.0,19.479338,-99.185763,Distrito Federal
house,595357.26,301.0,19.3494086,-99.2031978,Distrito Federal
house,140706.27,180.0,20.6201551891,-87.1037001105,Quintana Roo
apartment,50942.31,103.0,19.38499,-99.227853,Distrito Federal
apartment,25816.37,65.0,19.456941,-99.156312,Distrito Federal
apartment,221283.23,110.0,19.41498,-99.177444,Distrito Federal
apartment,101860.51,66.0,19.348144,-99.187502,Distrito Federal
house,237089.17,0.0,21.14767,-86.830627,Quintana Roo
apartment,1800000.0,220.0,19.432023,-99.1949532,Distrito Federal
house,163854.96,300.0,19.348655,-99.126983,Distrito Federal
apartment,463641.05,235.0,19.430132,-99.169144,Distrito Federal
apartment,44783.51,43.0,19.424488,-99.112335,Distrito Federal
apartment,151737.07,105.0,19.423682,-99.163511,Distrito Federal
apartment,184402.69,160.0,19.380292,-99.168756,Distrito Federal
apartment,33200.35,70.0,19.474706,-99.18843,Distrito Federal
house,630000.0,343.0,21.1295466,-86.8170132,Quintana Roo
apartment,50930.23,103.0,19.38499,-99.227853,Distrito Federal
apartment,110000.0,31.0,20.632471,-87.073292,Quintana Roo
apartment,39409.48,47.0,19.439562,-99.096468,Distrito Federal
apartment,58885.31,36.0,19.404661,-99.133858,Distrito Federal
house,800000.0,396.0,21.139086,-86.84964,Quintana Roo
house,118572.7,270.0,19.2699104,-99.1474799,Distrito Federal
apartment,106690.12,60.0,19.328833,-99.133163,Distrito Federal
apartment,81196.95,50.0,19.377671,-99.2222662,Distrito Federal
apartment,47365.14,56.0,19.506042,-99.153915,Distrito Federal
house,2160145.83,1000.0,19.358585,-99.185753,Distrito Federal
apartment,388500.0,220.0,20.2018099059,-87.4592202937,Quintana Roo
apartment,89514.33,51.0,19.400097,-99.122093,Distrito Federal
apartment,120153.67,450.0,19.400959,-99.162199,Distrito Federal
apartment,66027.34,70.0,19.383446,-99.137643,Distrito Federal
apartment,77975.99,110.0,19.375374,-99.137657,Distrito Federal
apartment,289844.37,120.0,19.3905009,-99.1654097,Distrito Federal
apartment,30953.3,85.0,19.452015,-99.146021,Distrito Federal
house,295114.27,200.0,19.359983,-99.158066,Distrito Federal
apartment,117708.03,62.0,19.4306069,-99.0949899,Distrito Federal
apartment,109900.0,80.0,20.61734092,-87.0915091038,Quintana Roo
house,1185727.0,400.0,19.347502,-99.171906,Distrito Federal
apartment,136984.85,83.0,19.3688273,-99.1617825,Distrito Federal
house,245102.94,142.0,23.634501,-102.552788,Distrito Federal
house,1527908.03,850.0,19.372369,-99.246744,Distrito Federal
apartment,51105.88,60.0,19.456513,-99.179793,Distrito Federal
house,474178.35,345.0,19.3450508,-99.2058279,Distrito Federal
house,90093.88,140.0,19.379618,-99.187545,Distrito Federal
house,239723.5,350.0,19.308756,-99.107574,Distrito Federal
apartment,40568.59,50.0,19.310943,-99.049669,Distrito Federal
house,49999.47,80.0,19.361606,-99.201739,Distrito Federal
apartment,40621.27,51.0,19.326149,-99.072396,Distrito Federal
